Model,Quantity,Power,Price,Electricity,Hashrate,DecayRate
AvalonMiner 1466,13,3400,3100,0.067,150,0.38
AvalonMiner 1466,13,3400,3100,0.066,150,0.38
Antminer S21,3,3550,4200,0.056,200,0.3
Antminer S19 XP,8,3010,3000,0.065,140,0.35
Antminer S19j Pro,19,3050,2200,0.047,104,0.4
Antminer S19 XP,17,3010,3000,0.048,140,0.35
Antminer S19 Pro,1,3250,2500,0.051,110,0.5
Antminer T19,15,3150,1800,0.045,84,0.6
AvalonMiner 1366,20,3310,2900,0.062,130,0.45
WhatsMiner M56S,9,5550,4300,0.07,212,0.28
AvalonMiner 1366,11,3310,2900,0.072,130,0.45
Antminer S19 Pro,3,3250,2500,0.061,110,0.5
Antminer T19,14,3150,1800,0.078,84,0.6
WhatsMiner M56S,16,5550,4300,0.072,212,0.28
AvalonMiner 1366,11,3310,2900,0.066,130,0.45
WhatsMiner M53S,7,6500,4500,0.07,226,0.3
WhatsMiner M50S,15,3300,3200,0.045,126,0.25
Antminer S19 Pro,8,3250,2500,0.079,110,0.5
WhatsMiner M56S,5,5550,4300,0.057,212,0.28
AvalonMiner 1366,14,3310,2900,0.045,130,0.45
AvalonMiner 1366,7,3310,2900,0.065,130,0.45
AvalonMiner 1366,13,3310,2900,0.071,130,0.45
Antminer S19j Pro,18,3050,2200,0.058,104,0.4
AvalonMiner 1466,15,3400,3100,0.056,150,0.38
Antminer S19 XP,13,3010,3000,0.072,140,0.35
Antminer S19j Pro,10,3050,2200,0.048,104,0.4
Antminer S19j Pro,19,3050,2200,0.046,104,0.4
WhatsMiner M53S,17,6500,4500,0.076,226,0.3
Antminer S19j Pro,9,3050,2200,0.052,104,0.4
Antminer S21,10,3550,4200,0.049,200,0.3
WhatsMiner M53S,3,6500,4500,0.048,226,0.3
WhatsMiner M56S,18,5550,4300,0.079,212,0.28
Antminer S19 XP,8,3010,3000,0.045,140,0.35
AvalonMiner 1366,6,3310,2900,0.047,130,0.45
Antminer S21,7,3550,4200,0.066,200,0.3
Antminer S21,10,3550,4200,0.073,200,0.3
Antminer S19 XP,5,3010,3000,0.062,140,0.35
Antminer S19 XP,15,3010,3000,0.059,140,0.35
WhatsMiner M53S,2,6500,4500,0.057,226,0.3
Antminer S21,7,3550,4200,0.064,200,0.3
WhatsMiner M50S,3,3300,3200,0.047,126,0.25
WhatsMiner M50S,3,3300,3200,0.051,126,0.25
WhatsMiner M50S,12,3300,3200,0.055,126,0.25
Antminer S19 Pro,15,3250,2500,0.06,110,0.5
WhatsMiner M50S,14,3300,3200,0.075,126,0.25
Antminer S19 XP,4,3010,3000,0.072,140,0.35
AvalonMiner 1466,7,3400,3100,0.054,150,0.38
Antminer S19 XP,7,3010,3000,0.066,140,0.35
AvalonMiner 1366,4,3310,2900,0.069,130,0.45
AvalonMiner 1366,3,3310,2900,0.068,130,0.45
AvalonMiner 1466,9,3400,3100,0.074,150,0.38
Antminer S19 Pro,5,3250,2500,0.063,110,0.5
AvalonMiner 1366,4,3310,2900,0.066,130,0.45
WhatsMiner M56S,18,5550,4300,0.079,212,0.28
AvalonMiner 1466,6,3400,3100,0.05,150,0.38
AvalonMiner 1466,17,3400,3100,0.061,150,0.38
Antminer T19,18,3150,1800,0.075,84,0.6
AvalonMiner 1466,4,3400,3100,0.05,150,0.38
Antminer S19 XP,2,3010,3000,0.079,140,0.35
WhatsMiner M53S,1,6500,4500,0.051,226,0.3
AvalonMiner 1466,3,3400,3100,0.054,150,0.38
Antminer S21,5,3550,4200,0.052,200,0.3
Antminer T19,14,3150,1800,0.078,84,0.6
Antminer S21,19,3550,4200,0.062,200,0.3
Antminer T19,2,3150,1800,0.054,84,0.6
Antminer T19,2,3150,1800,0.059,84,0.6
Antminer S19j Pro,15,3050,2200,0.064,104,0.4
AvalonMiner 1366,9,3310,2900,0.064,130,0.45
WhatsMiner M50S,5,3300,3200,0.073,126,0.25
Antminer S19 XP,8,3010,3000,0.049,140,0.35
AvalonMiner 1466,15,3400,3100,0.051,150,0.38
Antminer S19 Pro,14,3250,2500,0.05,110,0.5
Antminer S19 Pro,18,3250,2500,0.051,110,0.5
AvalonMiner 1366,10,3310,2900,0.08,130,0.45
Antminer S21,15,3550,4200,0.053,200,0.3
Antminer S19j Pro,20,3050,2200,0.066,104,0.4
Antminer S19 Pro,17,3250,2500,0.06,110,0.5
Antminer T19,12,3150,1800,0.08,84,0.6
AvalonMiner 1366,10,3310,2900,0.064,130,0.45
WhatsMiner M50S,8,3300,3200,0.071,126,0.25
Antminer S19 XP,14,3010,3000,0.065,140,0.35
Antminer S19 XP,7,3010,3000,0.059,140,0.35
Antminer S21,20,3550,4200,0.072,200,0.3
AvalonMiner 1466,11,3400,3100,0.072,150,0.38
Antminer S19j Pro,4,3050,2200,0.078,104,0.4
WhatsMiner M50S,8,3300,3200,0.056,126,0.25
Antminer S19 XP,19,3010,3000,0.065,140,0.35
Antminer S19 Pro,20,3250,2500,0.053,110,0.5
Antminer S19 Pro,3,3250,2500,0.059,110,0.5
AvalonMiner 1366,6,3310,2900,0.047,130,0.45
Antminer S19j Pro,7,3050,2200,0.051,104,0.4
Antminer S21,18,3550,4200,0.054,200,0.3
Antminer S19 XP,1,3010,3000,0.077,140,0.35
Antminer T19,11,3150,1800,0.053,84,0.6
WhatsMiner M56S,15,5550,4300,0.053,212,0.28
Antminer S19 Pro,19,3250,2500,0.05,110,0.5
Antminer T19,18,3150,1800,0.076,84,0.6
WhatsMiner M56S,8,5550,4300,0.059,212,0.28
WhatsMiner M53S,2,6500,4500,0.063,226,0.3
Antminer S21,8,3550,4200,0.078,200,0.3
AvalonMiner 1466,11,3400,3100,0.059,150,0.38
Antminer S19 XP,19,3010,3000,0.072,140,0.35
WhatsMiner M53S,16,6500,4500,0.045,226,0.3
Antminer S19 Pro,5,3250,2500,0.057,110,0.5
Antminer T19,14,3150,1800,0.05,84,0.6
WhatsMiner M50S,19,3300,3200,0.048,126,0.25
Antminer T19,1,3150,1800,0.069,84,0.6
AvalonMiner 1466,14,3400,3100,0.059,150,0.38
Antminer S19 Pro,15,3250,2500,0.05,110,0.5
Antminer S19 XP,16,3010,3000,0.057,140,0.35
WhatsMiner M53S,19,6500,4500,0.069,226,0.3
AvalonMiner 1366,4,3310,2900,0.052,130,0.45
Antminer S19 XP,7,3010,3000,0.052,140,0.35
Antminer S19 Pro,18,3250,2500,0.05,110,0.5
WhatsMiner M50S,1,3300,3200,0.052,126,0.25
Antminer S19j Pro,6,3050,2200,0.067,104,0.4
Antminer S19 Pro,19,3250,2500,0.054,110,0.5
WhatsMiner M56S,3,5550,4300,0.049,212,0.28
Antminer T19,18,3150,1800,0.066,84,0.6
Antminer S21,16,3550,4200,0.057,200,0.3
WhatsMiner M50S,14,3300,3200,0.056,126,0.25
WhatsMiner M53S,1,6500,4500,0.061,226,0.3
WhatsMiner M53S,10,6500,4500,0.053,226,0.3
Antminer S19j Pro,20,3050,2200,0.046,104,0.4
AvalonMiner 1466,20,3400,3100,0.076,150,0.38
WhatsMiner M56S,10,5550,4300,0.049,212,0.28
WhatsMiner M53S,3,6500,4500,0.047,226,0.3
Antminer S19 XP,3,3010,3000,0.069,140,0.35
WhatsMiner M50S,8,3300,3200,0.077,126,0.25
Antminer T19,2,3150,1800,0.079,84,0.6
AvalonMiner 1466,20,3400,3100,0.061,150,0.38
WhatsMiner M50S,12,3300,3200,0.053,126,0.25
AvalonMiner 1366,5,3310,2900,0.058,130,0.45
WhatsMiner M50S,9,3300,3200,0.063,126,0.25
WhatsMiner M56S,2,5550,4300,0.05,212,0.28
AvalonMiner 1366,20,3310,2900,0.06,130,0.45
Antminer S19 Pro,3,3250,2500,0.051,110,0.5
WhatsMiner M53S,20,6500,4500,0.075,226,0.3
WhatsMiner M56S,7,5550,4300,0.078,212,0.28
Antminer S19 XP,1,3010,3000,0.078,140,0.35
Antminer S19 XP,3,3010,3000,0.076,140,0.35
Antminer S19 XP,20,3010,3000,0.051,140,0.35
WhatsMiner M50S,7,3300,3200,0.069,126,0.25
AvalonMiner 1366,11,3310,2900,0.073,130,0.45
AvalonMiner 1366,9,3310,2900,0.051,130,0.45
AvalonMiner 1366,9,3310,2900,0.049,130,0.45
Antminer S19j Pro,12,3050,2200,0.068,104,0.4
WhatsMiner M53S,18,6500,4500,0.077,226,0.3
Antminer S19j Pro,15,3050,2200,0.049,104,0.4
WhatsMiner M50S,14,3300,3200,0.054,126,0.25
WhatsMiner M50S,18,3300,3200,0.045,126,0.25
Antminer S19 XP,2,3010,3000,0.074,140,0.35
WhatsMiner M53S,6,6500,4500,0.056,226,0.3
Antminer T19,4,3150,1800,0.073,84,0.6
WhatsMiner M56S,11,5550,4300,0.062,212,0.28
AvalonMiner 1466,17,3400,3100,0.062,150,0.38
Antminer T19,10,3150,1800,0.051,84,0.6
Antminer S19 XP,8,3010,3000,0.072,140,0.35
AvalonMiner 1466,18,3400,3100,0.059,150,0.38
WhatsMiner M53S,10,6500,4500,0.053,226,0.3
WhatsMiner M50S,5,3300,3200,0.072,126,0.25
AvalonMiner 1366,15,3310,2900,0.065,130,0.45
Antminer T19,2,3150,1800,0.048,84,0.6
Antminer S21,15,3550,4200,0.079,200,0.3
Antminer S19 Pro,10,3250,2500,0.065,110,0.5
AvalonMiner 1466,5,3400,3100,0.073,150,0.38
AvalonMiner 1466,7,3400,3100,0.053,150,0.38
Antminer T19,3,3150,1800,0.078,84,0.6
AvalonMiner 1366,17,3310,2900,0.059,130,0.45
Antminer S19 Pro,15,3250,2500,0.055,110,0.5
WhatsMiner M56S,2,5550,4300,0.053,212,0.28
Antminer T19,5,3150,1800,0.054,84,0.6
Antminer S19 Pro,6,3250,2500,0.067,110,0.5
AvalonMiner 1366,5,3310,2900,0.05,130,0.45
Antminer S19 XP,20,3010,3000,0.045,140,0.35
Antminer S19 Pro,2,3250,2500,0.065,110,0.5
WhatsMiner M53S,1,6500,4500,0.075,226,0.3
Antminer T19,3,3150,1800,0.075,84,0.6
AvalonMiner 1366,18,3310,2900,0.058,130,0.45
WhatsMiner M53S,5,6500,4500,0.05,226,0.3
AvalonMiner 1466,14,3400,3100,0.063,150,0.38
WhatsMiner M50S,15,3300,3200,0.065,126,0.25
Antminer S19 Pro,20,3250,2500,0.067,110,0.5
Antminer S19 XP,1,3010,3000,0.061,140,0.35
Antminer S19 Pro,2,3250,2500,0.068,110,0.5
AvalonMiner 1466,18,3400,3100,0.052,150,0.38
WhatsMiner M53S,1,6500,4500,0.045,226,0.3
AvalonMiner 1366,19,3310,2900,0.075,130,0.45
Antminer S21,12,3550,4200,0.072,200,0.3
Antminer S19 Pro,1,3250,2500,0.053,110,0.5
Antminer S19 XP,20,3010,3000,0.046,140,0.35
WhatsMiner M56S,4,5550,4300,0.049,212,0.28
AvalonMiner 1366,11,3310,2900,0.071,130,0.45
Antminer S19 XP,15,3010,3000,0.053,140,0.35
Antminer S19 XP,11,3010,3000,0.073,140,0.35
Antminer S19j Pro,16,3050,2200,0.062,104,0.4
Antminer S21,6,3550,4200,0.074,200,0.3
Antminer S19 XP,4,3010,3000,0.061,140,0.35
WhatsMiner M56S,6,5550,4300,0.046,212,0.28
WhatsMiner M53S,19,6500,4500,0.054,226,0.3
Antminer S19 XP,20,3010,3000,0.055,140,0.35
WhatsMiner M50S,17,3300,3200,0.074,126,0.25
Antminer T19,2,3150,1800,0.072,84,0.6
Antminer S19j Pro,19,3050,2200,0.063,104,0.4
Antminer S21,5,3550,4200,0.054,200,0.3
AvalonMiner 1466,5,3400,3100,0.074,150,0.38
AvalonMiner 1466,20,3400,3100,0.06,150,0.38
AvalonMiner 1466,20,3400,3100,0.074,150,0.38
Antminer S19 XP,14,3010,3000,0.078,140,0.35
WhatsMiner M56S,4,5550,4300,0.065,212,0.28
AvalonMiner 1366,7,3310,2900,0.054,130,0.45
Antminer S19j Pro,11,3050,2200,0.047,104,0.4
Antminer S19j Pro,18,3050,2200,0.051,104,0.4
AvalonMiner 1466,1,3400,3100,0.071,150,0.38
AvalonMiner 1366,4,3310,2900,0.073,130,0.45
Antminer S19 Pro,14,3250,2500,0.056,110,0.5
Antminer S19 XP,17,3010,3000,0.047,140,0.35
WhatsMiner M56S,14,5550,4300,0.066,212,0.28
AvalonMiner 1366,17,3310,2900,0.079,130,0.45
AvalonMiner 1366,10,3310,2900,0.051,130,0.45
WhatsMiner M50S,6,3300,3200,0.067,126,0.25
Antminer S19 XP,1,3010,3000,0.059,140,0.35
AvalonMiner 1466,9,3400,3100,0.048,150,0.38
WhatsMiner M56S,4,5550,4300,0.075,212,0.28
Antminer S19 XP,4,3010,3000,0.049,140,0.35
WhatsMiner M56S,19,5550,4300,0.058,212,0.28
Antminer S19 XP,12,3010,3000,0.076,140,0.35
Antminer S19 XP,11,3010,3000,0.064,140,0.35
Antminer S19 XP,20,3010,3000,0.062,140,0.35
Antminer S21,14,3550,4200,0.079,200,0.3
WhatsMiner M50S,5,3300,3200,0.051,126,0.25
Antminer S19 Pro,8,3250,2500,0.062,110,0.5
Antminer S19 XP,11,3010,3000,0.055,140,0.35
Antminer T19,4,3150,1800,0.049,84,0.6
WhatsMiner M56S,7,5550,4300,0.052,212,0.28
Antminer S21,1,3550,4200,0.072,200,0.3
WhatsMiner M53S,10,6500,4500,0.059,226,0.3
WhatsMiner M53S,6,6500,4500,0.052,226,0.3
WhatsMiner M56S,5,5550,4300,0.077,212,0.28
Antminer S19 Pro,14,3250,2500,0.056,110,0.5
Antminer T19,4,3150,1800,0.048,84,0.6
WhatsMiner M53S,12,6500,4500,0.079,226,0.3
Antminer S19j Pro,2,3050,2200,0.048,104,0.4
WhatsMiner M53S,9,6500,4500,0.056,226,0.3
Antminer T19,17,3150,1800,0.049,84,0.6
Antminer S19j Pro,3,3050,2200,0.063,104,0.4
AvalonMiner 1466,17,3400,3100,0.064,150,0.38
Antminer S19j Pro,2,3050,2200,0.066,104,0.4
AvalonMiner 1466,7,3400,3100,0.069,150,0.38
Antminer S19j Pro,5,3050,2200,0.052,104,0.4
WhatsMiner M53S,8,6500,4500,0.074,226,0.3
Antminer T19,10,3150,1800,0.05,84,0.6
Antminer S21,12,3550,4200,0.077,200,0.3
Antminer S19 Pro,7,3250,2500,0.057,110,0.5
Antminer S19 Pro,20,3250,2500,0.053,110,0.5
Antminer S21,9,3550,4200,0.079,200,0.3
Antminer S19 XP,4,3010,3000,0.063,140,0.35
AvalonMiner 1366,1,3310,2900,0.046,130,0.45
Antminer S19 Pro,7,3250,2500,0.07,110,0.5
AvalonMiner 1466,7,3400,3100,0.065,150,0.38
AvalonMiner 1466,19,3400,3100,0.049,150,0.38
WhatsMiner M50S,5,3300,3200,0.062,126,0.25
WhatsMiner M56S,14,5550,4300,0.054,212,0.28
Antminer S19j Pro,7,3050,2200,0.067,104,0.4
Antminer S21,8,3550,4200,0.076,200,0.3
Antminer S19 XP,17,3010,3000,0.078,140,0.35
Antminer S19j Pro,3,3050,2200,0.069,104,0.4
Antminer T19,7,3150,1800,0.063,84,0.6
Antminer S19j Pro,4,3050,2200,0.058,104,0.4
Antminer S21,14,3550,4200,0.079,200,0.3
Antminer T19,13,3150,1800,0.06,84,0.6
Antminer S19 XP,17,3010,3000,0.068,140,0.35
WhatsMiner M50S,7,3300,3200,0.046,126,0.25
WhatsMiner M50S,11,3300,3200,0.078,126,0.25
WhatsMiner M56S,18,5550,4300,0.074,212,0.28
AvalonMiner 1466,4,3400,3100,0.069,150,0.38
WhatsMiner M50S,7,3300,3200,0.073,126,0.25
AvalonMiner 1466,6,3400,3100,0.062,150,0.38
AvalonMiner 1366,7,3310,2900,0.052,130,0.45
Antminer S21,10,3550,4200,0.049,200,0.3
AvalonMiner 1466,6,3400,3100,0.062,150,0.38
Antminer S19j Pro,2,3050,2200,0.051,104,0.4
AvalonMiner 1366,1,3310,2900,0.065,130,0.45
Antminer S21,6,3550,4200,0.079,200,0.3
AvalonMiner 1466,11,3400,3100,0.066,150,0.38
WhatsMiner M53S,4,6500,4500,0.063,226,0.3
WhatsMiner M53S,12,6500,4500,0.072,226,0.3
WhatsMiner M56S,9,5550,4300,0.064,212,0.28
AvalonMiner 1366,14,3310,2900,0.055,130,0.45
Antminer S19j Pro,10,3050,2200,0.06,104,0.4
Antminer S21,18,3550,4200,0.046,200,0.3
AvalonMiner 1466,10,3400,3100,0.047,150,0.38
WhatsMiner M56S,8,5550,4300,0.063,212,0.28
WhatsMiner M50S,8,3300,3200,0.054,126,0.25
AvalonMiner 1366,7,3310,2900,0.076,130,0.45
WhatsMiner M53S,16,6500,4500,0.048,226,0.3
AvalonMiner 1366,11,3310,2900,0.046,130,0.45
Antminer S19 Pro,11,3250,2500,0.068,110,0.5
Antminer S19 XP,20,3010,3000,0.06,140,0.35
AvalonMiner 1366,15,3310,2900,0.048,130,0.45
WhatsMiner M56S,14,5550,4300,0.071,212,0.28
WhatsMiner M50S,18,3300,3200,0.078,126,0.25
Antminer S19 XP,20,3010,3000,0.07,140,0.35
WhatsMiner M56S,16,5550,4300,0.063,212,0.28
Antminer S19 XP,14,3010,3000,0.073,140,0.35
Antminer S19 Pro,17,3250,2500,0.05,110,0.5
Antminer S19 Pro,1,3250,2500,0.069,110,0.5
Antminer S21,17,3550,4200,0.056,200,0.3
AvalonMiner 1366,3,3310,2900,0.073,130,0.45
Antminer T19,14,3150,1800,0.06,84,0.6
WhatsMiner M53S,4,6500,4500,0.066,226,0.3
WhatsMiner M50S,4,3300,3200,0.075,126,0.25
WhatsMiner M50S,4,3300,3200,0.056,126,0.25
AvalonMiner 1366,6,3310,2900,0.051,130,0.45
Antminer S19 Pro,7,3250,2500,0.05,110,0.5
WhatsMiner M56S,18,5550,4300,0.047,212,0.28
Antminer T19,9,3150,1800,0.062,84,0.6
Antminer S21,5,3550,4200,0.05,200,0.3
AvalonMiner 1366,11,3310,2900,0.055,130,0.45
WhatsMiner M50S,14,3300,3200,0.072,126,0.25
AvalonMiner 1366,19,3310,2900,0.07,130,0.45
Antminer S19j Pro,11,3050,2200,0.061,104,0.4
WhatsMiner M50S,12,3300,3200,0.046,126,0.25
WhatsMiner M50S,7,3300,3200,0.065,126,0.25
AvalonMiner 1366,15,3310,2900,0.052,130,0.45
Antminer S19j Pro,7,3050,2200,0.063,104,0.4
Antminer S19 XP,2,3010,3000,0.069,140,0.35
Antminer S19 XP,18,3010,3000,0.046,140,0.35
WhatsMiner M53S,17,6500,4500,0.058,226,0.3
AvalonMiner 1466,16,3400,3100,0.075,150,0.38
Antminer S19 Pro,9,3250,2500,0.071,110,0.5
AvalonMiner 1366,10,3310,2900,0.079,130,0.45
WhatsMiner M53S,17,6500,4500,0.074,226,0.3
Antminer S21,4,3550,4200,0.059,200,0.3
WhatsMiner M53S,15,6500,4500,0.078,226,0.3
AvalonMiner 1366,14,3310,2900,0.05,130,0.45
Antminer S19 Pro,20,3250,2500,0.049,110,0.5
Antminer S19j Pro,11,3050,2200,0.067,104,0.4
Antminer S21,13,3550,4200,0.047,200,0.3
AvalonMiner 1466,17,3400,3100,0.048,150,0.38
WhatsMiner M53S,3,6500,4500,0.069,226,0.3
Antminer S19j Pro,17,3050,2200,0.064,104,0.4
AvalonMiner 1466,20,3400,3100,0.062,150,0.38
Antminer T19,20,3150,1800,0.067,84,0.6
WhatsMiner M53S,18,6500,4500,0.056,226,0.3
Antminer S19 Pro,14,3250,2500,0.067,110,0.5
Antminer S19 Pro,13,3250,2500,0.054,110,0.5
AvalonMiner 1466,11,3400,3100,0.045,150,0.38
Antminer S19 Pro,17,3250,2500,0.067,110,0.5
Antminer S21,16,3550,4200,0.064,200,0.3
Antminer S19 XP,1,3010,3000,0.056,140,0.35
AvalonMiner 1466,5,3400,3100,0.068,150,0.38
Antminer S19 Pro,2,3250,2500,0.075,110,0.5
AvalonMiner 1466,16,3400,3100,0.056,150,0.38
AvalonMiner 1466,18,3400,3100,0.067,150,0.38
Antminer S21,16,3550,4200,0.076,200,0.3
Antminer T19,1,3150,1800,0.052,84,0.6
Antminer S19 XP,2,3010,3000,0.073,140,0.35
AvalonMiner 1366,14,3310,2900,0.063,130,0.45
Antminer S21,15,3550,4200,0.076,200,0.3
WhatsMiner M53S,11,6500,4500,0.063,226,0.3
WhatsMiner M56S,3,5550,4300,0.061,212,0.28
WhatsMiner M50S,13,3300,3200,0.046,126,0.25
WhatsMiner M53S,18,6500,4500,0.076,226,0.3
Antminer S19 XP,1,3010,3000,0.059,140,0.35
Antminer S21,16,3550,4200,0.07,200,0.3
WhatsMiner M56S,16,5550,4300,0.053,212,0.28
Antminer T19,10,3150,1800,0.063,84,0.6
WhatsMiner M50S,2,3300,3200,0.053,126,0.25
Antminer S21,20,3550,4200,0.075,200,0.3
AvalonMiner 1366,20,3310,2900,0.079,130,0.45
Antminer S19j Pro,19,3050,2200,0.072,104,0.4
AvalonMiner 1466,4,3400,3100,0.055,150,0.38
Antminer T19,6,3150,1800,0.045,84,0.6
Antminer S21,10,3550,4200,0.071,200,0.3
Antminer S21,9,3550,4200,0.057,200,0.3
WhatsMiner M50S,15,3300,3200,0.076,126,0.25
AvalonMiner 1366,20,3310,2900,0.047,130,0.45
Antminer S19j Pro,19,3050,2200,0.058,104,0.4
WhatsMiner M56S,8,5550,4300,0.073,212,0.28
WhatsMiner M56S,12,5550,4300,0.057,212,0.28
WhatsMiner M56S,15,5550,4300,0.059,212,0.28
WhatsMiner M53S,2,6500,4500,0.065,226,0.3
WhatsMiner M56S,16,5550,4300,0.074,212,0.28
AvalonMiner 1466,16,3400,3100,0.056,150,0.38
AvalonMiner 1366,10,3310,2900,0.071,130,0.45
WhatsMiner M56S,17,5550,4300,0.061,212,0.28
Antminer T19,9,3150,1800,0.061,84,0.6
AvalonMiner 1366,4,3310,2900,0.064,130,0.45
AvalonMiner 1466,5,3400,3100,0.058,150,0.38
Antminer S19 XP,14,3010,3000,0.052,140,0.35
WhatsMiner M56S,2,5550,4300,0.059,212,0.28
AvalonMiner 1466,20,3400,3100,0.072,150,0.38
WhatsMiner M56S,19,5550,4300,0.066,212,0.28
Antminer S21,5,3550,4200,0.048,200,0.3
AvalonMiner 1466,16,3400,3100,0.057,150,0.38
Antminer S19 XP,18,3010,3000,0.079,140,0.35
Antminer S19j Pro,6,3050,2200,0.059,104,0.4
AvalonMiner 1366,11,3310,2900,0.05,130,0.45
WhatsMiner M50S,16,3300,3200,0.073,126,0.25
AvalonMiner 1366,10,3310,2900,0.065,130,0.45
AvalonMiner 1366,17,3310,2900,0.054,130,0.45
Antminer T19,18,3150,1800,0.065,84,0.6
AvalonMiner 1366,6,3310,2900,0.077,130,0.45
Antminer S21,15,3550,4200,0.074,200,0.3
Antminer S21,3,3550,4200,0.066,200,0.3
Antminer S19j Pro,4,3050,2200,0.049,104,0.4
AvalonMiner 1366,14,3310,2900,0.073,130,0.45
Antminer S19j Pro,2,3050,2200,0.067,104,0.4
AvalonMiner 1366,1,3310,2900,0.047,130,0.45
Antminer S19 XP,14,3010,3000,0.046,140,0.35
Antminer S19 XP,7,3010,3000,0.065,140,0.35
WhatsMiner M56S,2,5550,4300,0.064,212,0.28
Antminer S19 Pro,9,3250,2500,0.075,110,0.5
Antminer S19 Pro,4,3250,2500,0.055,110,0.5
WhatsMiner M53S,10,6500,4500,0.053,226,0.3
AvalonMiner 1466,4,3400,3100,0.054,150,0.38
WhatsMiner M53S,3,6500,4500,0.076,226,0.3
Antminer S19 XP,12,3010,3000,0.073,140,0.35
AvalonMiner 1466,12,3400,3100,0.046,150,0.38
Antminer S21,5,3550,4200,0.075,200,0.3
Antminer S19j Pro,5,3050,2200,0.069,104,0.4
WhatsMiner M50S,12,3300,3200,0.071,126,0.25
Antminer T19,11,3150,1800,0.077,84,0.6
WhatsMiner M50S,15,3300,3200,0.079,126,0.25
WhatsMiner M53S,10,6500,4500,0.067,226,0.3
WhatsMiner M56S,5,5550,4300,0.049,212,0.28
WhatsMiner M56S,17,5550,4300,0.054,212,0.28
WhatsMiner M50S,13,3300,3200,0.079,126,0.25
AvalonMiner 1366,12,3310,2900,0.048,130,0.45
AvalonMiner 1466,18,3400,3100,0.062,150,0.38
AvalonMiner 1466,7,3400,3100,0.061,150,0.38
Antminer T19,7,3150,1800,0.074,84,0.6
WhatsMiner M53S,4,6500,4500,0.077,226,0.3
WhatsMiner M53S,17,6500,4500,0.059,226,0.3
WhatsMiner M56S,16,5550,4300,0.077,212,0.28
WhatsMiner M53S,13,6500,4500,0.065,226,0.3
Antminer S19 Pro,4,3250,2500,0.075,110,0.5
Antminer S19j Pro,7,3050,2200,0.077,104,0.4
AvalonMiner 1466,4,3400,3100,0.07,150,0.38
AvalonMiner 1366,2,3310,2900,0.062,130,0.45
Antminer S19 Pro,11,3250,2500,0.065,110,0.5
WhatsMiner M50S,19,3300,3200,0.054,126,0.25
WhatsMiner M56S,5,5550,4300,0.071,212,0.28
WhatsMiner M53S,20,6500,4500,0.076,226,0.3
Antminer S21,15,3550,4200,0.071,200,0.3
Antminer S19j Pro,10,3050,2200,0.058,104,0.4
AvalonMiner 1466,13,3400,3100,0.049,150,0.38
Antminer S19j Pro,11,3050,2200,0.062,104,0.4
Antminer S19j Pro,3,3050,2200,0.079,104,0.4
WhatsMiner M50S,13,3300,3200,0.072,126,0.25
AvalonMiner 1466,16,3400,3100,0.054,150,0.38
WhatsMiner M56S,10,5550,4300,0.057,212,0.28
WhatsMiner M50S,10,3300,3200,0.047,126,0.25
Antminer T19,6,3150,1800,0.061,84,0.6
WhatsMiner M53S,20,6500,4500,0.053,226,0.3
WhatsMiner M53S,3,6500,4500,0.052,226,0.3
WhatsMiner M56S,7,5550,4300,0.067,212,0.28
Antminer S19 Pro,11,3250,2500,0.064,110,0.5
Antminer T19,14,3150,1800,0.07,84,0.6
Antminer S19 XP,12,3010,3000,0.056,140,0.35
Antminer T19,19,3150,1800,0.078,84,0.6
WhatsMiner M53S,3,6500,4500,0.067,226,0.3
AvalonMiner 1366,4,3310,2900,0.053,130,0.45
Antminer S19j Pro,12,3050,2200,0.077,104,0.4
AvalonMiner 1466,3,3400,3100,0.048,150,0.38
WhatsMiner M53S,6,6500,4500,0.051,226,0.3
AvalonMiner 1366,4,3310,2900,0.067,130,0.45
Antminer S19 Pro,1,3250,2500,0.067,110,0.5
AvalonMiner 1366,16,3310,2900,0.08,130,0.45
Antminer S19 XP,8,3010,3000,0.059,140,0.35
Antminer S19j Pro,20,3050,2200,0.05,104,0.4
WhatsMiner M53S,19,6500,4500,0.048,226,0.3
WhatsMiner M53S,19,6500,4500,0.06,226,0.3
WhatsMiner M56S,7,5550,4300,0.057,212,0.28
WhatsMiner M56S,2,5550,4300,0.074,212,0.28
WhatsMiner M53S,20,6500,4500,0.058,226,0.3
WhatsMiner M56S,18,5550,4300,0.056,212,0.28
Antminer S21,4,3550,4200,0.069,200,0.3
WhatsMiner M53S,13,6500,4500,0.058,226,0.3
Antminer S19j Pro,15,3050,2200,0.053,104,0.4
Antminer S21,7,3550,4200,0.064,200,0.3
WhatsMiner M56S,20,5550,4300,0.05,212,0.28
Antminer S19 Pro,4,3250,2500,0.078,110,0.5
Antminer S19j Pro,5,3050,2200,0.05,104,0.4
AvalonMiner 1466,14,3400,3100,0.07,150,0.38
WhatsMiner M50S,9,3300,3200,0.072,126,0.25
WhatsMiner M50S,10,3300,3200,0.056,126,0.25
Antminer S19 Pro,4,3250,2500,0.045,110,0.5
WhatsMiner M53S,12,6500,4500,0.046,226,0.3
Antminer T19,18,3150,1800,0.078,84,0.6
Antminer S21,3,3550,4200,0.055,200,0.3
AvalonMiner 1366,20,3310,2900,0.064,130,0.45
WhatsMiner M50S,13,3300,3200,0.057,126,0.25
WhatsMiner M53S,17,6500,4500,0.051,226,0.3
